Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Media
1222074244,"9 Oct 2017, 07:23:17",Morning Ride,Ride,"",2082,10.76,,,true,,,activities/1222074244.gpx,74.0,,2082.0,1975.0,10759.2001953125,9.100000381469727,,53.78310012817383,,9.899999618530273,58.0,22.399999618530273,-0.3503980040550232,,,,,,,,81.29190063476562,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1222723571,"9 Oct 2017, 17:14:51",Evening Ride,Ride,,2267,10.88,,,true,,,activities/1222723571.gpx,74.0,,2267.0,2179.0,10885.599609375,8.699999809265137,,97.60099792480469,,9.0,58.0,20.200000762939453,0.40420401096343994,,,,,,,,92.65239715576172,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1223465923,"10 Oct 2017, 07:21:51",Morning Ride,Ride,,2241,10.75,,,true,,,activities/1223465923.gpx,74.0,,2241.0,2052.0,10754.400390625,9.600000381469727,,52.32619857788086,,9.899999618530273,58.0,17.399999618530273,-0.3728710114955902,,,,,,,,81.62670135498047,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1224197454,"10 Oct 2017, 17:16:56",Evening Ride,Ride,,2381,10.89,,,true,,,activities/1224197454.gpx,74.0,,2381.0,2147.0,10894.0,8.100000381469727,,97.82869720458984,,9.100000381469727,58.0,19.899999618530273,0.40939998626708984,,,,,,,,97.2615966796875,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1224978297,"11 Oct 2017, 07:23:25",Morning Ride,Ride,,2077,10.74,,,true,,,activities/1224978297.gpx,74.0,,2077.0,1961.0,10748.7998046875,9.800000190734863,,51.433799743652344,,9.899999618530273,58.0,13.600000381469727,-0.3712039887905121,,,,,,,,82.33049774169922,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1225695393,"11 Oct 2017, 17:27:04",Evening Ride,Ride,,2429,10.93,,,true,,,activities/1225695393.gpx,74.0,,2429.0,2258.0,10936.2998046875,7.900000095367432,,98.37799835205078,,9.0,58.0,19.799999237060547,0.3968439996242523,,,,,,,,89.63300323486328,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1226389993,"12 Oct 2017, 07:26:22",Morning Ride,Ride,,2110,10.74,,,true,,,activities/1226389993.gpx,74.0,,2110.0,2016.0,10741.099609375,9.100000381469727,,52.35609817504883,,9.899999618530273,58.0,17.0,-0.37984898686408997,,,,,,,,79.14959716796875,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1227177224,"12 Oct 2017, 17:16:57",Evening Ride,Ride,,2368,10.92,,,true,,,activities/1227177224.gpx,74.0,,2368.0,2208.0,10928.5,9.100000381469727,,97.33219909667969,,9.0,58.0,19.600000381469727,0.3989570140838623,,,,,,,,91.035400390625,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1227877785,"13 Oct 2017, 07:25:32",Morning Ride,Ride,,2204,10.76,,,true,,,activities/1227877785.gpx,74.0,,2204.0,1995.0,10759.2001953125,8.699999809265137,,51.29560089111328,,9.899999618530273,58.0,19.600000381469727,-0.37363401055336,,,,,,,,86.83760070800781,193.16372680664062,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1228494740,"13 Oct 2017, 16:50:45",Afternoon Ride,Ride,,2325,10.87,,,true,,,activities/1228494740.gpx,74.0,,2325.0,2154.0,10872.900390625,9.199999809265137,,98.14309692382812,,9.0,58.0,20.0,0.4037559926509857,,,,,,,,99.90570068359375,239.94451904296875,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1228511736,"13 Oct 2017, 17:07:22",Evening Swim,Swim,,2100,"1,000",,,false,,,,,,2100.0,2100.0,1000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1232709874,"16 Oct 2017, 07:25:33",Morning Ride,Ride,,2090,10.76,,,true,,,activities/1232709874.gpx,74.0,,2090.0,1945.0,10764.2998046875,9.399999618530273,,51.36280059814453,,9.899999618530273,58.0,14.800000190734863,-0.3818179965019226,,,,,,,,83.36579895019531,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1233395162,"16 Oct 2017, 17:13:31",Evening Ride,Ride,,2944,11.05,,,true,,,activities/1233395162.gpx,74.0,,2944.0,2331.0,11058.0,8.600000381469727,,94.83899688720703,,9.0,58.0,19.899999618530273,0.30656498670578003,,,,,,,,90.75679779052734,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1235697358,"18 Oct 2017, 07:38:28",Morning Ride,Ride,,2193,10.82,,,true,,,activities/1235697358.gpx,74.0,,2193.0,2039.0,10825.7001953125,9.0,,52.33940124511719,,9.899999618530273,58.0,14.699999809265137,-0.38888901472091675,,,,,,,,81.29989624023438,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1236423515,"18 Oct 2017, 17:26:03",Evening Ride,Ride,,2421,10.99,,,true,,,activities/1236423515.gpx,74.0,,2421.0,2265.0,10993.2998046875,8.100000381469727,,98.48259735107422,,9.0,58.0,19.299999237060547,0.3747740089893341,,,,,,,,91.40950012207031,230.85240173339844,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1237159498,"19 Oct 2017, 07:10:39",Morning Ride,Ride,,1968,9.40,,,true,,,activities/1237159498.gpx,74.0,,1968.0,1831.0,9403.7998046875,8.800000190734863,,46.5797004699707,,9.899999618530273,58.0,15.800000190734863,-0.3615559935569763,,,,,,,,78.53990173339844,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1237894522,"19 Oct 2017, 17:44:11",Evening Ride,Ride,,2067,9.47,,,true,,,activities/1237894522.gpx,74.0,,2067.0,1934.0,9474.2001953125,8.300000190734863,,82.15859985351562,,9.100000381469727,58.0,19.799999237060547,0.3546470105648041,,,,,,,,91.20690155029297,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1245858349,"25 Oct 2017, 07:30:02",Morning Ride,Ride,,2226,10.81,,,true,,,activities/1245858349.gpx,74.0,,2226.0,2042.0,10817.5,8.800000190734863,,51.28020095825195,,9.899999618530273,58.0,19.700000762939453,-0.4058240056037903,,,,,,,,82.06420135498047,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1246488420,"25 Oct 2017, 16:46:27",Afternoon Ride part 1/2,Ride,,1155,4.94,,,false,,,activities/1246488420.gpx,74.0,,1155.0,986.0,4940.10009765625,8.300000190734863,,26.531099319458008,,6.0,28.0,14.800000190734863,-0.11943099647760391,,,,,,,,84.91819763183594,93.35822296142578,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1246597917,"25 Oct 2017, 17:37:54",Evening Ride part 2,Ride,,1814,7.78,,,false,,,activities/1246597917.gpx,74.0,,1814.0,1659.0,7788.10009765625,14.899999618530273,,76.80269622802734,,3.299999952316284,58.0,19.600000381469727,0.656129002571106,,,,,,,,89.61019897460938,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1247332841,"26 Oct 2017, 07:29:43",Morning Ride,Ride,,2083,10.73,,,true,,,activities/1247332841.gpx,74.0,,2083.0,1951.0,10736.7998046875,9.5,,51.62649917602539,,9.0,58.0,16.399999618530273,-0.3809329867362976,,,,,,,,85.9530029296875,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1248039835,"26 Oct 2017, 17:30:29",Evening Ride,Ride,,2385,10.95,,,true,,,activities/1248039835.gpx,74.0,,2385.0,2278.0,10953.099609375,8.800000190734863,,98.41560363769531,,9.0,58.0,19.700000762939453,0.3615410029888153,,,,,,,,89.94300079345703,228.4525146484375,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1248720519,"27 Oct 2017, 07:25:46",Morning Ride,Ride,,2188,10.77,,,true,,,activities/1248720519.gpx,74.0,,2188.0,1996.0,10769.5,9.300000190734863,,52.1952018737793,,9.899999618530273,58.0,14.5,-0.37234801054000854,,,,,,,,81.31439971923828,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1249350298,"27 Oct 2017, 17:21:52",Evening Ride,Ride,,2456,10.93,,,true,,,activities/1249350298.gpx,74.0,,2456.0,2324.0,10933.400390625,8.0,,98.74349975585938,,9.100000381469727,58.0,19.5,0.3786559998989105,,,,,,,,87.59349822998047,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1258265871,"2 Nov 2017, 18:18:20",Evening Ride,Ride,,2489,10.98,,,true,,,activities/1258265871.gpx,74.0,,2489.0,2233.0,10988.599609375,9.0,,98.34700012207031,,9.0,58.0,19.700000762939453,0.38403400778770447,,,,,,,,92.3136978149414,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1273916556,"13 Nov 2017, 18:22:24",Evening Ride,Ride,,2520,11.02,,,true,,,activities/1273916556.gpx,74.0,,2520.0,2237.0,11028.2998046875,9.300000190734863,,98.08090209960938,,9.100000381469727,58.0,19.799999237060547,0.38627898693084717,,,,,,,,93.4614028930664,233.11656188964844,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1276024766,"15 Nov 2017, 08:31:19",Morning Ride,Ride,,2101,10.76,,,true,,,activities/1276024766.gpx,74.0,,2101.0,2016.0,10762.400390625,9.300000190734863,,53.307498931884766,,9.899999618530273,58.0,14.600000381469727,-0.38188499212265015,,,,,,,,80.04010009765625,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1276789131,"15 Nov 2017, 18:38:11",Evening Ride,Ride,,2053,8.36,,,true,,,activities/1276789131.gpx,74.0,,2053.0,1851.0,8363.099609375,8.800000190734863,,53.78670120239258,,9.100000381469727,35.0,12.199999809265137,0.04543770104646683,,,,,,,,74.481201171875,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1277437540,"16 Nov 2017, 08:39:11",Morning Ride,Ride,,2149,10.73,,,true,,,activities/1277437540.gpx,74.0,,2149.0,2047.0,10738.400390625,9.600000381469727,,49.48189926147461,,9.899999618530273,58.0,16.100000381469727,-0.3790139853954315,,,,,,,,75.82890319824219,173.072265625,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1278704329,"17 Nov 2017, 08:30:08",Morning Ride,Ride,,2136,10.72,,,true,,,activities/1278704329.gpx,74.0,,2136.0,1958.0,10720.900390625,9.399999618530273,,49.470699310302734,,9.899999618530273,58.0,13.899999618530273,-0.3740360140800476,,,,,,,,80.49649810791016,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1279268620,"17 Nov 2017, 17:37:55",Afternoon Ride,Ride,,2417,10.92,,,true,,,activities/1279268620.gpx,74.0,,2417.0,2276.0,10924.900390625,9.5,,92.42870330810547,,9.0,58.0,19.700000762939453,0.3624750077724457,,,,,,,,87.1895980834961,221.26454162597656,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1285610787,"22 Nov 2017, 08:26:32",Morning Ride,Ride,,2196,10.80,,,true,,,activities/1285610787.gpx,74.0,,2196.0,2054.0,10800.099609375,10.100000381469727,,50.13059997558594,,9.899999618530273,58.0,12.899999618530273,-0.37129300832748413,,,,,,,,76.37110137939453,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1286254456,"22 Nov 2017, 18:18:12",Evening Ride,Ride,,2604,10.91,,,true,,,activities/1286254456.gpx,74.0,,2604.0,2225.0,10910.7998046875,8.600000381469727,,92.44499969482422,,9.100000381469727,58.0,19.399999618530273,0.36019399762153625,,,,,,,,88.39679718017578,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1288274673,"24 Nov 2017, 08:28:09",Morning Ride,Ride,,2426,11.02,,,true,,,activities/1288274673.gpx,74.0,,2426.0,2126.0,11024.2998046875,10.199999809265137,,50.1338996887207,,9.899999618530273,58.0,16.200000762939453,-0.35376399755477905,,,,,,,,79.8678970336914,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1288783199,"24 Nov 2017, 17:30:14",Afternoon Ride,Ride,,2356,10.90,,,true,,,activities/1288783199.gpx,74.0,,2356.0,2122.0,10899.0,9.300000190734863,,92.48040008544922,,9.100000381469727,58.0,19.0,0.3624190092086792,,,,,,,,94.82859802246094,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1291439536,"26 Nov 2017, 10:30:00",Run w/Leo,Run,"",4320,11.70,,,false,,,,74.0,,4320.0,4320.0,11700.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/5EF503E5-D78A-4836-907E-3F5923CD760D.jpg
1292464003,"27 Nov 2017, 08:32:41",Morning Ride,Ride,,2226,10.80,,,true,,,activities/1292464003.gpx,74.0,,2226.0,2124.0,10801.2001953125,9.699999809265137,,50.24639892578125,,9.899999618530273,58.0,11.699999809265137,-0.3601450026035309,,,,,,,,71.3062973022461,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1302747943,"5 Dec 2017, 08:25:25",Morning Ride,Ride,,2216,10.89,,,true,,,activities/1302747943.gpx,74.0,,2216.0,2037.0,10890.599609375,10.0,,50.22520065307617,,9.899999618530273,58.0,14.100000381469727,-0.3737170100212097,,,,,,,,79.0947036743164,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1303383107,"5 Dec 2017, 18:15:17",Evening Ride,Ride,,3011,11.21,,,true,,,activities/1303383107.gpx,74.0,,3011.0,2498.0,11216.5,9.5,,92.39790344238281,,9.100000381469727,58.0,19.5,0.35394299030303955,,,,,,,,83.36920166015625,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1304069878,"6 Dec 2017, 08:26:43",Morning Ride,Ride,,2143,10.84,,,true,,,activities/1304069878.gpx,74.0,,2143.0,2035.0,10839.7001953125,9.600000381469727,,49.77799987792969,,9.100000381469727,58.0,12.399999618530273,-0.3736270070075989,,,,,,,,77.99800109863281,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1304739059,"6 Dec 2017, 18:14:43",Evening Ride,Ride,,2992,10.97,,,true,,,activities/1304739059.gpx,74.0,,2992.0,2330.0,10973.900390625,8.0,,92.5302963256836,,9.100000381469727,58.0,19.600000381469727,0.36814600229263306,,,,,,,,85.62930297851562,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1305359913,"7 Dec 2017, 08:29:28",Morning Ride,Ride,,2121,10.70,,,true,,,activities/1305359913.gpx,74.0,,2121.0,1915.0,10705.099609375,10.5,,52.19279861450195,,9.899999618530273,58.0,11.5,-0.3717850148677826,,,,,,,,90.18450164794922,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1306014867,"7 Dec 2017, 18:25:29",Evening Ride,Ride,,7643,11.07,,,true,,,activities/1306014867.gpx,74.0,,7643.0,2340.0,11069.900390625,9.100000381469727,,92.51950073242188,,9.100000381469727,58.0,19.899999618530273,0.3559199869632721,,,,,,,,83.3772964477539,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1306469717,"8 Dec 2017, 08:23:36",Morning Ride,Ride,,2083,10.75,,,true,,,activities/1306469717.gpx,74.0,,2083.0,1910.0,10757.2001953125,9.300000190734863,,49.23270034790039,,9.899999618530273,58.0,11.600000381469727,-0.37184399366378784,,,,,,,,84.28299713134766,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1307012003,"8 Dec 2017, 17:43:40",Afternoon Ride,Ride,,2413,10.89,,,true,,,activities/1307012003.gpx,74.0,,2413.0,2266.0,10892.2998046875,8.699999809265137,,92.51069641113281,,9.100000381469727,58.0,19.5,0.3718219995498657,,,,,,,,84.68920135498047,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1312377874,"13 Dec 2017, 08:30:31",Morning Ride,Ride,,2267,10.75,,,true,,,activities/1312377874.gpx,74.0,,2267.0,2130.0,10758.400390625,9.399999618530273,,50.32609939575195,,9.899999618530273,58.0,16.799999237060547,-0.3764500021934509,,,,,,,,71.94149780273438,170.8574676513672,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1312917629,"13 Dec 2017, 18:29:37",Evening Ride,Ride,,2583,10.93,,,true,,,activities/1312917629.gpx,74.0,,2583.0,2392.0,10930.400390625,8.800000190734863,,92.55349731445312,,9.0,58.0,19.5,0.368696004152298,,,,,,,,81.2500991821289,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1316265330,"16 Dec 2017, 18:26:51",Breaking in the new shoes,Run,,1487,4.01,,,false,,,activities/1316265330.gpx,74.0,,1487.0,1481.0,4016.10009765625,4.300000190734863,,30.992799758911133,,36.0,58.79999923706055,21.299999237060547,0.029879700392484665,,,,,,,,,374.0544128417969,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/BCA6A2B8-F18A-4EF4-838A-B26DDF1CC71D.jpg
1317052194,"17 Dec 2017, 11:19:09",Wimbledon common run,Run,,1888,5.30,,,false,,,activities/1317052194.gpx,74.0,,1888.0,1859.0,5302.7001953125,4.599999904632568,,17.710800170898438,,52.900001525878906,60.0,10.199999809265137,-0.018858300521969795,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/662A8DC9-9D39-4168-BCF1-9B945A602398.jpg|media/1DE4C40D-7EED-43E3-8F8A-82B9FB5BC817.jpg
1318175506,"18 Dec 2017, 08:27:25",Morning Ride,Ride,,2103,10.76,,,true,,,activities/1318175506.gpx,74.0,,2103.0,2013.0,10767.900390625,9.399999618530273,,49.39789962768555,,9.899999618530273,58.0,13.699999809265137,-0.3742609918117523,,,,,,,,78.16639709472656,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1318672830,"18 Dec 2017, 18:11:00",Evening Ride,Ride,,2357,10.87,,,true,,,activities/1318672830.gpx,74.0,,2357.0,2104.0,10877.099609375,9.399999618530273,,92.55349731445312,,9.100000381469727,58.0,19.600000381469727,0.3659060001373291,,,,,,,,97.91819763183594,229.71217346191406,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1318734062,"18 Dec 2017, 19:10:47",Evening Run,Run,,1784,5.02,,,false,,,activities/1318734062.gpx,74.0,,1784.0,1750.0,5028.7998046875,4.5,,47.46139907836914,,24.0,59.0,12.300000190734863,-0.019885500892996788,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/6EF7D505-565D-4392-9962-56F990370D0D.jpg
1320529198,"20 Dec 2017, 08:37:07",Morning Ride,Ride,,2057,10.77,,,true,,,activities/1320529198.gpx,74.0,,2057.0,1944.0,10769.099609375,9.699999809265137,,49.37459945678711,,9.899999618530273,58.0,13.199999809265137,-0.3723619878292084,,,,,,,,80.95690155029297,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1321094930,"20 Dec 2017, 18:06:47",First work run home. ,Run,,3780,10.59,,,false,,,activities/1321094930.gpx,74.0,,3780.0,3700.0,10591.7001953125,4.199999809265137,,90.28250122070312,,9.100000381469727,58.0,19.600000381469727,0.3653799891471863,,,,,,,,,985.5070190429688,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
